Level,Theme,Set,SetTitle,Vietnamese,Japanese,Source
"A2","交流・趣味","2","人柄と関係","quen","知り合いである","draft"
"A2","交流・趣味","2","人柄と関係","làm quen","知り合う","draft"
"A2","交流・趣味","2","人柄と関係","giới thiệu","紹介する","draft"
"A2","交流・趣味","2","人柄と関係","mời","招待する","legacy-match"
"A2","交流・趣味","2","人柄と関係","hẹn","約束する","draft"
"A2","交流・趣味","2","人柄と関係","cuộc hẹn","会う約束","legacy-match"
"A2","交流・趣味","2","人柄と関係","sinh nhật","誕生日","draft"
"A2","交流・趣味","2","人柄と関係","quà","贈り物","draft"
"A2","交流・趣味","2","人柄と関係","bữa tiệc","パーティー","draft"
"A2","交流・趣味","2","人柄と関係","chúc mừng","お祝いを言う","draft"
"A2","交流・趣味","3","趣味とスポーツ","sở thích","趣味","draft"
"A2","交流・趣味","3","趣味とスポーツ","bóng đá","サッカー","draft"
"A2","交流・趣味","3","趣味とスポーツ","bóng rổ","バスケットボール","draft"
"A2","交流・趣味","3","趣味とスポーツ","bóng chuyền","バレーボール","draft"
"A2","交流・趣味","3","趣味とスポーツ","cầu lông","バドミントン","draft"
"A2","交流・趣味","3","趣味とスポーツ","bóng bàn","卓球","draft"
"A2","交流・趣味","3","趣味とスポーツ","quần vợt","テニス","draft"
"A2","交流・趣味","3","趣味とスポーツ","đạp xe","自転車に乗る","draft"
"A2","交流・趣味","3","趣味とスポーツ","leo núi","登山する","draft"
"A2","交流・趣味","3","趣味とスポーツ","cắm trại","キャンプをする","draft"
"A2","交流・趣味","3","趣味とスポーツ","câu cá","釣りをする","draft"
"A2","交流・趣味","3","趣味とスポーツ","vẽ","絵を描く","draft"
"A2","交流・趣味","3","趣味とスポーツ","hát","歌う","draft"
"A2","交流・趣味","3","趣味とスポーツ","nhảy","跳ぶ・踊る","draft"
"A2","交流・趣味","3","趣味とスポーツ","đàn","楽器","draft"
"A2","交流・趣味","3","趣味とスポーツ","đàn ghi ta","ギター","draft"
"A2","交流・趣味","3","趣味とスポーツ","đàn piano","ピアノ","draft"
"A2","交流・趣味","3","趣味とスポーツ","bộ phim","映画作品","draft"
"A2","交流・趣味","3","趣味とスポーツ","rạp chiếu phim","映画館","draft"
"A2","交流・趣味","3","趣味とスポーツ","trò chơi","ゲーム・遊び","draft"
"A2","交流・趣味","4","予定と頻度","thường","よく・普段は","legacy-match"
"A2","交流・趣味","4","予定と頻度","luôn luôn","いつも","draft"
"A2","交流・趣味","4","予定と頻度","đôi khi","時々","draft"
"A2","交流・趣味","4","予定と頻度","hiếm khi","めったに～ない","draft"
"A2","交流・趣味","4","予定と頻度","chưa bao giờ","一度も～ない","legacy-match"
"A2","交流・趣味","4","予定と頻度","đã","すでに～した","draft"
"A2","交流・趣味","4","予定と頻度","đang","～している","draft"
"A2","交流・趣味","4","予定と頻度","sẽ","～する予定だ","draft"
"A2","交流・趣味","4","予定と頻度","sắp","まもなく～する","legacy-match"
"A2","交流・趣味","4","予定と頻度","vừa mới","～したばかり","legacy-match"
"A2","交流・趣味","4","予定と頻度","vẫn","依然として","draft"
"A2","交流・趣味","4","予定と頻度","lại","再び","draft"
"A2","交流・趣味","4","予定と頻度","nữa","さらに・もう","draft"
"A2","交流・趣味","4","予定と頻度","rồi","もう～した","draft"
"A2","交流・趣味","4","予定と頻度","chưa","まだ～していない","legacy-match"
"A2","交流・趣味","4","予定と頻度","sớm","早い（時刻）","draft"
"A2","交流・趣味","4","予定と頻度","muộn","遅い（時刻）","draft"
"A2","交流・趣味","4","予定と頻度","lần","回","draft"
"A2","交流・趣味","4","予定と頻度","kế hoạch","計画","draft"
"A2","交流・趣味","4","予定と頻度","dự định","予定・つもり","legacy-match"
"A2","交流・趣味","5","会話をつなぐ","vì","～なので","draft"
"A2","交流・趣味","5","会話をつなぐ","nên","それで・～すべき","legacy-match"
"A2","交流・趣味","5","会話をつなぐ","nếu","もし～なら","draft"
"A2","交流・趣味","5","会話をつなぐ","hoặc","または","draft"
"A2","交流・趣味","5","会話をつなぐ","hay","あるいは（選択）","draft"
"A2","交流・趣味","5","会話をつなぐ","với","～と一緒に","legacy-match"
"A2","交流・趣味","5","会話をつなぐ","cho","～のために・与える","legacy-match"
"A2","交流・趣味","5","会話をつなぐ","để","～するために","draft"
"A2","交流・趣味","5","会話をつなぐ","từ khi","～して以来","legacy-match"
"A2","交流・趣味","5","会話をつなぐ","đến khi","～するまで","draft"
"A2","交流・趣味","5","会話をつなぐ","trong khi","～している間に","legacy-match"
"A2","交流・趣味","5","会話をつなぐ","trước khi","～する前に","draft"
"A2","交流・趣味","5","会話をつなぐ","sau khi","～した後に","legacy-match"
"A2","交流・趣味","5","会話をつなぐ","mặc dù","～にもかかわらず","legacy-match"
"A2","交流・趣味","5","会話をつなぐ","có thể","～できる・かもしれない","legacy-match"
"A2","交流・趣味","5","会話をつなぐ","có lẽ","おそらく","legacy-match"
"A2","交流・趣味","5","会話をつなぐ","chắc","たぶん・確かに","draft"
"A2","交流・趣味","5","会話をつなぐ","thật","本当に","draft"
"A2","交流・趣味","5","会話をつなぐ","chỉ","～だけ","draft"
"A2","交流・趣味","5","会話をつなぐ","cả","全部・～も","draft"
"B1","仕事・キャリア","1","就職と採用","ứng tuyển","求人に応募する","draft"
"B1","仕事・キャリア","1","就職と採用","tuyển dụng","人材を採用する","draft"
"B1","仕事・キャリア","1","就職と採用","phỏng vấn","面接・インタビュー","legacy-match"
"B1","仕事・キャリア","1","就職と採用","hồ sơ","書類一式","draft"
"B1","仕事・キャリア","1","就職と採用","sơ yếu lý lịch","履歴書","draft"
"B1","仕事・キャリア","1","就職と採用","kinh nghiệm","経験","legacy-match"
"B1","仕事・キャリア","1","就職と採用","kỹ năng","技能","legacy-match"
"B1","仕事・キャリア","1","就職と採用","năng lực","能力","draft"
"B1","仕事・キャリア","1","就職と採用","yêu cầu","要求・要件","draft"
"B1","仕事・キャリア","1","就職と採用","vị trí tuyển dụng","募集職種","draft"
"B1","仕事・キャリア","1","就職と採用","ứng viên","応募者","draft"
"B1","仕事・キャリア","1","就職と採用","nhà tuyển dụng","採用側・雇用主","draft"
"B1","仕事・キャリア","1","就職と採用","thử việc","試用勤務をする","draft"
"B1","仕事・キャリア","1","就職と採用","chính thức","正式な","draft"
"B1","仕事・キャリア","1","就職と採用","bán thời gian","パートタイムの","draft"
"B1","仕事・キャリア","1","就職と採用","toàn thời gian","フルタイムの","draft"
"B1","仕事・キャリア","1","就職と採用","mức lương","給与水準","draft"
"B1","仕事・キャリア","1","就職と採用","đãi ngộ","待遇","draft"
"B1","仕事・キャリア","1","就職と採用","cơ hội","機会","legacy-match"
"B1","仕事・キャリア","1","就職と採用","thăng tiến","昇進する","draft"
"B1","仕事・キャリア","2","仕事を進める","dự án","プロジェクト","draft"
"B1","仕事・キャリア","2","仕事を進める","nhiệm vụ","任務","draft"
"B1","仕事・キャリア","2","仕事を進める","trách nhiệm","責任","legacy-match"
"B1","仕事・キャリア","2","仕事を進める","mục tiêu","目標","legacy-match"
"B1","仕事・キャリア","2","仕事を進める","thời hạn","期限","draft"
"B1","仕事・キャリア","2","仕事を進める","tiến độ","進み具合","legacy-match"
"B1","仕事・キャリア","2","仕事を進める","báo cáo","報告する・報告書","legacy-match"
"B1","仕事・キャリア","2","仕事を進める","thảo luận","話し合う","draft"
"B1","仕事・キャリア","2","仕事を進める","đề xuất","提案する","draft"
"B1","仕事・キャリア","2","仕事を進める","quyết định","決定する","legacy-match"
"B1","仕事・キャリア","2","仕事を進める","giải quyết","解決する","draft"
"B1","仕事・キャリア","2","仕事を進める","phân công","仕事を分担させる","draft"
"B1","仕事・キャリア","2","仕事を進める","hợp tác","協力する","draft"
"B1","仕事・キャリア","2","仕事を進める","hỗ trợ","支援する","draft"
"B1","仕事・キャリア","2","仕事を進める","quản lý","管理する","draft"
"B1","仕事・キャリア","2","仕事を進める","tổ chức","組織する","draft"
"B1","仕事・キャリア","2","仕事を進める","sắp xếp","配置・段取りをする","draft"
"B1","仕事・キャリア","2","仕事を進める","kiểm soát","コントロールする","draft"
"B1","仕事・キャリア","2","仕事を進める","theo dõi","経過を追う","draft"
"B1","仕事・キャリア","2","仕事を進める","đánh giá","評価する","draft"
"B1","仕事・キャリア","3","職場のやり取り","ý kiến","意見","legacy-match"
"B1","仕事・キャリア","3","職場のやり取り","phản hồi","フィードバック","legacy-match"
"B1","仕事・キャリア","3","職場のやり取り","thông báo","知らせ・通知する","legacy-match"
"B1","仕事・キャリア","3","職場のやり取り","xác nhận","確認して認める","draft"
"B1","仕事・キャリア","3","職場のやり取り","đồng ý","同意する","legacy-match"
"B1","仕事・キャリア","3","職場のやり取り","từ chối","断る","draft"
"B1","仕事・キャリア","3","職場のやり取り","chấp nhận","受け入れる","draft"
"B1","仕事・キャリア","3","職場のやり取り","yêu cầu thêm","追加を求める","draft"
"B1","仕事・キャリア","3","職場のやり取り","xin phép","許可を求める","draft"
"B1","仕事・キャリア","3","職場のやり取り","hoãn","延期する","draft"
"B1","仕事・キャリア","3","職場のやり取り","hủy","取り消す","draft"
"B1","仕事・キャリア","3","職場のやり取り","thay đổi","変更する","legacy-match"
"B1","仕事・キャリア","3","職場のやり取り","bổ sung","補足する","draft"
"B1","仕事・キャリア","3","職場のやり取り","cập nhật","更新する","legacy-match"
"B1","仕事・キャリア","3","職場のやり取り","giao tiếp","コミュニケーションを取る","draft"
"B1","仕事・キャリア","3","職場のやり取り","trao đổi","情報・意見を交わす","draft"
"B1","仕事・キャリア","3","職場のやり取り","bàn giao","引き継ぐ","draft"
"B1","仕事・キャリア","3","職場のやり取り","thuyết trình","プレゼンする","draft"
"B1","仕事・キャリア","3","職場のやり取り","cuộc gọi","電話の通話","draft"
"B1","仕事・キャリア","3","職場のやり取り","biên bản","議事録・調書","draft"
"B1","学び・成長","1","教育と学習法","giáo dục","教育","legacy-match"
"B1","学び・成長","1","教育と学習法","đào tạo","養成・研修","legacy-match"
"B1","学び・成長","1","教育と学習法","khóa học","講座","draft"
"B1","学び・成長","1","教育と学習法","chương trình","プログラム","draft"
"B1","学び・成長","1","教育と学習法","chuyên ngành","専攻","draft"
"B1","学び・成長","1","教育と学習法","kiến thức","知識","draft"
"B1","学び・成長","1","教育と学習法","lý thuyết","理論","draft"
"B1","学び・成長","1","教育と学習法","thực hành","実習する","draft"
"B1","学び・成長","1","教育と学習法","phương pháp","方法","draft"
"B1","学び・成長","1","教育と学習法","tự học","独学する","draft"
"B1","学び・成長","1","教育と学習法","tập trung","集中する","draft"
"B1","学び・成長","1","教育と学習法","ghi nhớ","記憶する","draft"
"B1","学び・成長","1","教育と学習法","áp dụng","適用する","draft"
"B1","学び・成長","1","教育と学習法","phân tích","分析する","draft"
"B1","学び・成長","1","教育と学習法","so sánh","比較する","draft"
"B1","学び・成長","1","教育と学習法","tóm tắt","要約する","draft"
"B1","学び・成長","1","教育と学習法","nghiên cứu","研究する","draft"
"B1","学び・成長","1","教育と学習法","tài liệu tham khảo","参考資料","draft"
"B1","学び・成長","1","教育と学習法","nguồn","情報源・源","draft"
"B1","学び・成長","1","教育と学習法","bài giảng","講義","draft"
"B1","学び・成長","2","試験と進路","thi đỗ","試験に合格する","draft"
"B1","学び・成長","2","試験と進路","thi trượt","試験に落ちる","draft"
"B1","学び・成長","2","試験と進路","học bổng","奨学金","draft"
"B1","学び・成長","2","試験と進路","học phí","授業料","draft"
"B1","学び・成長","2","試験と進路","chứng chỉ","資格証明書","draft"
"B1","学び・成長","2","試験と進路","bằng tốt nghiệp","卒業証書","draft"
"B1","学び・成長","2","試験と進路","luận văn","学位論文","draft"
"B1","学び・成長","2","試験と進路","đề thi","試験問題","draft"
"B1","学び・成長","2","試験と進路","đáp án","解答","draft"
"B1","学び・成長","2","試験と進路","điểm trung bình","平均点","draft"
"B1","学び・成長","2","試験と進路","xếp loại","評価区分を付ける","draft"
"B1","学び・成長","2","試験と進路","nộp đơn","申請書を出す","draft"
"B1","学び・成長","2","試験と進路","đăng ký","登録する","draft"
"B1","学び・成長","2","試験と進路","nhập học","入学する","draft"
"B1","学び・成長","2","試験と進路","du học","留学する","draft"
"B1","学び・成長","2","試験と進路","thực tập","実習・インターンをする","draft"
"B1","学び・成長","2","試験と進路","nghiên cứu sinh","博士課程の学生","draft"
"B1","学び・成長","2","試験と進路","giảng viên","大学の教員","draft"
"B1","学び・成長","2","試験と進路","cố vấn","アドバイザー","draft"
"B1","学び・成長","2","試験と進路","định hướng","方向を定める","draft"
"B1","学び・成長","3","能力と挑戦","cố gắng","努力する","legacy-match"
"B1","学び・成長","3","能力と挑戦","nỗ lực","尽力する","draft"
"B1","学び・成長","3","能力と挑戦","kiên trì","粘り強く続ける","draft"
"B1","学び・成長","3","能力と挑戦","cải thiện","改善する","legacy-match"
"B1","学び・成長","3","能力と挑戦","phát triển","発展する","legacy-match"
"B1","学び・成長","3","能力と挑戦","đạt được","達成する","draft"
"B1","学び・成長","3","能力と挑戦","thành công","成功する","draft"
"B1","学び・成長","3","能力と挑戦","thất bại","失敗する","draft"
"B1","学び・成長","3","能力と挑戦","thử thách","挑戦・試練","draft"
"B1","学び・成長","3","能力と挑戦","khó khăn","困難","draft"
"B1","学び・成長","3","能力と挑戦","thuận lợi","都合がよい・有利な","draft"
"B1","学び・成長","3","能力と挑戦","ưu điểm","長所","draft"
"B1","学び・成長","3","能力と挑戦","nhược điểm","短所","draft"
"B1","学び・成長","3","能力と挑戦","điểm mạnh","強み","draft"
"B1","学び・成長","3","能力と挑戦","điểm yếu","弱み","draft"
"B1","学び・成長","3","能力と挑戦","sáng tạo","創造的な","draft"
"B1","学び・成長","3","能力と挑戦","linh hoạt","柔軟な","draft"
"B1","学び・成長","3","能力と挑戦","chủ động","主体的な","draft"
"B1","学び・成長","3","能力と挑戦","tự lập","自立した","draft"
"B1","学び・成長","3","能力と挑戦","tò mò","好奇心が強い","draft"
"B1","人間関係・感情","1","人とのつながり","mối quan hệ","人間関係","draft"
"B1","人間関係・感情","1","人とのつながり","tình bạn","友情","draft"
"B1","人間関係・感情","1","人とのつながり","tình yêu","愛情・恋愛","draft"
"B1","人間関係・感情","1","人とのつながり","người yêu","恋人","draft"
"B1","人間関係・感情","1","人とのつながり","hẹn hò","デートする","draft"
"B1","人間関係・感情","1","人とのつながり","kết hôn","結婚する","draft"
"B1","人間関係・感情","1","人とのつながり","ly hôn","離婚する","draft"
"B1","人間関係・感情","1","人とのつながり","đám cưới","結婚式","draft"
"B1","人間関係・感情","1","人とのつながり","vợ chồng","夫婦","draft"
"B1","人間関係・感情","1","人とのつながり","họ hàng","親戚","draft"
"B1","人間関係・感情","1","人とのつながり","người thân","身内","draft"
"B1","人間関係・感情","1","人とのつながり","đồng hương","同郷の人","draft"
"B1","人間関係・感情","1","人とのつながり","bạn thân","親友","draft"
"B1","人間関係・感情","1","人とのつながり","bạn đời","人生の伴侶","draft"
"B1","人間関係・感情","1","人とのつながり","thăm hỏi","訪ねて様子を尋ねる","draft"
"B1","人間関係・感情","1","人とのつながり","chia sẻ","分かち合う","legacy-match"
"B1","人間関係・感情","1","人とのつながり","giữ liên lạc","連絡を取り続ける","draft"
"B1","人間関係・感情","1","人とのつながり","gắn bó","強く結びつく","draft"
"B1","人間関係・感情","1","人とのつながり","xa cách","離れ離れの","draft"
"B1","人間関係・感情","1","人とのつながり","đoàn tụ","再会して一緒になる","draft"
"B1","人間関係・感情","2","感情を詳しく表す","tự hào","誇りに思う","draft"
"B1","人間関係・感情","2","感情を詳しく表す","biết ơn","感謝している","draft"
"B1","人間関係・感情","2","感情を詳しく表す","xúc động","感動する","draft"
"B1","人間関係・感情","2","感情を詳しく表す","nhớ nhung","恋しく慕う","draft"
"B1","人間関係・感情","2","感情を詳しく表す","thương","いとおしく思う","draft"
"B1","人間関係・感情","2","感情を詳しく表す","ghen","嫉妬する","draft"
"B1","人間関係・感情","2","感情を詳しく表す","bực mình","いらいらする","draft"
"B1","人間関係・感情","2","感情を詳しく表す","khó chịu","不快な","draft"
"B1","人間関係・感情","2","感情を詳しく表す","dễ chịu","心地よい","draft"
"B1","人間関係・感情","2","感情を詳しく表す","căng thẳng","緊張した","draft"
"B1","人間関係・感情","2","感情を詳しく表す","áp lực","プレッシャー","draft"
"B1","人間関係・感情","2","感情を詳しく表す","lo âu","不安","draft"
"B1","人間関係・感情","2","感情を詳しく表す","sợ hãi","恐怖を感じる","draft"
"B1","人間関係・感情","2","感情を詳しく表す","yên tâm","安心する","draft"
"B1","人間関係・感情","2","感情を詳しく表す","an ủi","慰める","draft"
"B1","人間関係・感情","2","感情を詳しく表す","động viên","励ます","draft"
"B1","人間関係・感情","2","感情を詳しく表す","thông cảm","事情を理解して思いやる","draft"
"B1","人間関係・感情","2","感情を詳しく表す","tha thứ","許す","draft"
"B1","人間関係・感情","2","感情を詳しく表す","hối hận","後悔する","draft"
"B1","人間関係・感情","2","感情を詳しく表す","tiếc","惜しむ・残念に思う","draft"
"B1","人間関係・感情","3","性格と振る舞い","trung thực","誠実な","draft"
"B1","人間関係・感情","3","性格と振る舞い","khiêm tốn","謙虚な","draft"
"B1","人間関係・感情","3","性格と振る舞い","tự cao","うぬぼれた","draft"
"B1","人間関係・感情","3","性格と振る舞い","ích kỷ","利己的な","draft"
"B1","人間関係・感情","3","性格と振る舞い","hào phóng","気前がよい","draft"
"B1","人間関係・感情","3","性格と振る舞い","tiết kiệm","倹約する","legacy-match"
"B1","人間関係・感情","3","性格と振る舞い","cẩn thận","注意深い","draft"
"B1","人間関係・感情","3","性格と振る舞い","bất cẩn","不注意な","draft"
"B1","人間関係・感情","3","性格と振る舞い","ngăn nắp","きちんと整理された","draft"
"B1","人間関係・感情","3","性格と振る舞い","bừa bộn","散らかった","draft"
"B1","人間関係・感情","3","性格と振る舞い","cởi mở","心を開いた","draft"
"B1","人間関係・感情","3","性格と振る舞い","nhút nhát","内気な","draft"
"B1","人間関係・感情","3","性格と振る舞い","nhiệt tình","熱心で親身な","draft"
"B1","人間関係・感情","3","性格と振る舞い","hòa đồng","社交的な","draft"
"B1","人間関係・感情","3","性格と振る舞い","đáng tin cậy","信頼できる","legacy-match"
"B1","人間関係・感情","3","性格と振る舞い","tôn trọng","尊重する","draft"
"B1","人間関係・感情","3","性格と振る舞い","cư xử","振る舞う","draft"
"B1","人間関係・感情","3","性格と振る舞い","tranh cãi","口論する","draft"
"B1","人間関係・感情","3","性格と振る舞い","lắng nghe","耳を傾ける","draft"
"B1","人間関係・感情","3","性格と振る舞い","nhường","譲る","draft"
"B1","社会・地域","1","地域の暮らし","cộng đồng","地域社会・共同体","legacy-match"
"B1","社会・地域","1","地域の暮らし","xã hội","社会","draft"
"B1","社会・地域","1","地域の暮らし","dân cư","住民集団","draft"
"B1","社会・地域","1","地域の暮らし","dân số","人口","draft"
"B1","社会・地域","1","地域の暮らし","thành thị","都市部","draft"
"B1","社会・地域","1","地域の暮らし","nông thôn","農村部","draft"
"B1","社会・地域","1","地域の暮らし","khu phố","街区","draft"
"B1","社会・地域","1","地域の暮らし","khu dân cư","住宅地域","draft"
"B1","社会・地域","1","地域の暮らし","tổ dân phố","地域住民組織","draft"
"B1","社会・地域","1","地域の暮らし","ủy ban","委員会","draft"
"B1","社会・地域","1","地域の暮らし","cơ quan","機関","draft"
"B1","社会・地域","1","地域の暮らし","chính quyền","行政当局","draft"
"B1","社会・地域","1","地域の暮らし","công cộng","公共の","draft"
"B1","社会・地域","1","地域の暮らし","cơ sở","施設・基盤","draft"
"B1","社会・地域","1","地域の暮らし","hạ tầng","インフラ","draft"
"B1","社会・地域","1","地域の暮らし","chiếu sáng","照明を当てる","draft"
"B1","社会・地域","1","地域の暮らし","cấp nước","給水する","draft"
"B1","社会・地域","1","地域の暮らし","thoát nước","排水する","draft"
"B1","社会・地域","1","地域の暮らし","vệ sinh","衛生","draft"
"B1","社会・地域","1","地域の暮らし","trật tự","秩序","draft"
"B1","社会・地域","2","環境を守る","môi trường","環境","legacy-match"
"B1","社会・地域","2","環境を守る","bảo vệ","守る","draft"
"B1","社会・地域","2","環境を守る","rác thải","廃棄物","draft"
"B1","社会・地域","2","環境を守る","tái chế","リサイクルする","legacy-match"
"B1","社会・地域","2","環境を守る","phân loại","分類する","draft"
"B1","社会・地域","2","環境を守る","nhựa","プラスチック","draft"
"B1","社会・地域","2","環境を守る","túi vải","布製バッグ","draft"
"B1","社会・地域","2","環境を守る","khí thải","排出ガス","draft"
"B1","社会・地域","2","環境を守る","nước thải","排水・廃水","draft"
"B1","社会・地域","2","環境を守る","tiếng ồn","騒音","draft"
"B1","社会・地域","2","環境を守る","năng lượng","エネルギー","draft"
"B1","社会・地域","2","環境を守る","tài nguyên","資源","draft"
"B1","社会・地域","2","環境を守る","thiên nhiên","自然","draft"
"B1","社会・地域","2","環境を守る","động vật","動物","draft"
"B1","社会・地域","2","環境を守る","thực vật","植物","draft"
"B1","社会・地域","2","環境を守る","trồng cây","植樹する","draft"
"B1","社会・地域","2","環境を守る","chặt cây","木を切る","draft"
"B1","社会・地域","2","環境を守る","bảo tồn","保全する","draft"
"B1","社会・地域","2","環境を守る","biến đổi khí hậu","気候変動","legacy-match"
"B1","社会・地域","2","環境を守る","nóng lên","温暖化する","draft"
"B1","社会・地域","3","社会参加と情報","hoạt động","活動","draft"
"B1","社会・地域","3","社会参加と情報","sự kiện","出来事・イベント","draft"
"B1","社会・地域","3","社会参加と情報","tình nguyện","ボランティアとして行う","draft"
"B1","社会・地域","3","社会参加と情報","từ thiện","慈善","draft"
"B1","社会・地域","3","社会参加と情報","quyên góp","寄付を集める","draft"
"B1","社会・地域","3","社会参加と情報","ủng hộ","支持・援助する","draft"
"B1","社会・地域","3","社会参加と情報","tham gia","参加する","draft"
"B1","社会・地域","3","社会参加と情報","thành viên","メンバー","draft"
"B1","社会・地域","3","社会参加と情報","nhóm","グループ","draft"
"B1","社会・地域","3","社会参加と情報","hội","会・協会","draft"
"B1","社会・地域","3","社会参加と情報","chiến dịch","キャンペーン","draft"
"B1","社会・地域","3","社会参加と情報","thông tin","情報","draft"
"B1","社会・地域","3","社会参加と情報","tin tức","ニュース","legacy-match"
"B1","社会・地域","3","社会参加と情報","báo chí","新聞・報道界","draft"
"B1","社会・地域","3","社会参加と情報","bài báo","新聞記事","draft"
"B1","社会・地域","3","社会参加と情報","tạp chí","雑誌","draft"
"B1","社会・地域","3","社会参加と情報","truyền hình","テレビ放送","draft"
"B1","社会・地域","3","社会参加と情報","phát thanh","ラジオ放送","draft"
"B1","社会・地域","3","社会参加と情報","sự thật","事実・真実","draft"
"B1","社会・地域","3","社会参加と情報","tin đồn","うわさ","draft"
"B1","お金・取引","1","お金を管理する","tài chính","財政・金融","draft"
"B1","お金・取引","1","お金を管理する","thu nhập","収入","draft"
"B1","お金・取引","1","お金を管理する","chi phí","費用","draft"
"B1","お金・取引","1","お金を管理する","chi tiêu","支出する","draft"
"B1","お金・取引","1","お金を管理する","ngân sách","予算","draft"
"B1","お金・取引","1","お金を管理する","tiền tiết kiệm","貯蓄","draft"
"B1","お金・取引","1","お金を管理する","tài khoản ngân hàng","銀行口座","draft"
"B1","お金・取引","1","お金を管理する","số dư","残高","draft"
"B1","お金・取引","1","お金を管理する","chuyển khoản","銀行振込をする","draft"
"B1","お金・取引","1","お金を管理する","rút tiền","現金を引き出す","draft"
"B1","お金・取引","1","お金を管理する","gửi tiền","入金・送金する","draft"
"B1","お金・取引","1","お金を管理する","vay","借りる（金銭）","draft"
"B1","お金・取引","1","お金を管理する","cho vay","貸す（金銭）","draft"
"B1","お金・取引","1","お金を管理する","nợ","借金","draft"
"B1","お金・取引","1","お金を管理する","lãi suất","利率","draft"
"B1","お金・取引","1","お金を管理する","kỳ hạn","所定の期間","draft"
"B1","お金・取引","1","お金を管理する","trả góp","分割払いする","draft"
"B1","お金・取引","1","お金を管理する","ngoại tệ","外国通貨","draft"
"B1","お金・取引","1","お金を管理する","tỷ giá","為替レート","draft"
"B1","お金・取引","1","お金を管理する","biên lai","領収書","draft"
"B1","お金・取引","2","買い物と配送","đơn hàng","注文","draft"
"B1","お金・取引","2","買い物と配送","đặt hàng","商品を注文する","draft"
"B1","お金・取引","2","買い物と配送","giỏ hàng","買い物かご","draft"
"B1","お金・取引","2","買い物と配送","sản phẩm","製品","draft"
"B1","お金・取引","2","買い物と配送","hàng hóa","商品・貨物","draft"
"B1","お金・取引","2","買い物と配送","thương hiệu","ブランド","draft"
"B1","お金・取引","2","買い物と配送","nhãn hiệu","商標","draft"
"B1","お金・取引","2","買い物と配送","xuất xứ","原産地","draft"
"B1","お金・取引","2","買い物と配送","bảo hành","製品保証","draft"
"B1","お金・取引","2","買い物と配送","hạn sử dụng","使用期限","draft"
"B1","お金・取引","2","買い物と配送","giao hàng","配達する","draft"
"B1","お金・取引","2","買い物と配送","vận chuyển","輸送する","draft"
"B1","お金・取引","2","買い物と配送","phí vận chuyển","送料","draft"
"B1","お金・取引","2","買い物と配送","bưu kiện","小包","draft"
"B1","お金・取引","2","買い物と配送","người nhận","受取人","draft"
"B1","お金・取引","2","買い物と配送","người gửi","差出人","draft"
"B1","お金・取引","2","買い物と配送","đóng gói","梱包する","draft"
"B1","お金・取引","2","買い物と配送","kiểm hàng","商品を検品する","draft"
"B1","お金・取引","2","買い物と配送","hoàn tiền","返金する","draft"
"B1","お金・取引","2","買い物と配送","khiếu nại","苦情を申し立てる","draft"
"B1","お金・取引","3","店とサービス","khách hàng","顧客","draft"
"B1","お金・取引","3","店とサービス","nhân viên bán hàng","販売スタッフ","draft"
"B1","お金・取引","3","店とサービス","chăm sóc khách hàng","顧客対応","draft"
"B1","お金・取引","3","店とサービス","tư vấn","相談に応じる","draft"
"B1","お金・取引","3","店とサービス","giới thiệu sản phẩm","商品を紹介する","draft"
"B1","お金・取引","3","店とサービス","trưng bày","陳列する","draft"
"B1","お金・取引","3","店とサービス","quầy","カウンター・売り場","draft"
"B1","お金・取引","3","店とサービス","kho hàng","倉庫","draft"
"B1","お金・取引","3","店とサービス","hết hàng","品切れの","draft"
"B1","お金・取引","3","店とサービス","còn hàng","在庫がある","draft"
"B1","お金・取引","3","店とサービス","mẫu","見本・モデル","draft"
"B1","お金・取引","3","店とサービス","đặt trước","事前予約する","draft"
"B1","お金・取引","3","店とサービス","ưu đãi","優遇・特典","draft"
"B1","お金・取引","3","店とサービス","phiếu giảm giá","割引券","draft"
"B1","お金・取引","3","店とサービス","thẻ thành viên","会員カード","draft"
"B1","お金・取引","3","店とサービス","tích điểm","ポイントを貯める","draft"
"B1","お金・取引","3","店とサービス","đổi trả","交換・返品","draft"
"B1","お金・取引","3","店とサービス","hàng giả","偽造品","draft"
"B1","お金・取引","3","店とサービス","hàng thật","本物の商品","draft"
"B1","お金・取引","3","店とサービス","uy tín","信用・評判","draft"
"B1","健康・安全","1","受診と治療","triệu chứng","症状","draft"
"B1","健康・安全","1","受診と治療","chẩn đoán","診断する","draft"
"B1","健康・安全","1","受診と治療","điều trị","治療する","draft"
"B1","健康・安全","1","受診と治療","khám sức khỏe","健康診断を受ける","draft"
"B1","健康・安全","1","受診と治療","xét nghiệm","検体検査","draft"
"B1","健康・安全","1","受診と治療","chụp X-quang","X線撮影をする","draft"
"B1","健康・安全","1","受診と治療","siêu âm","超音波検査","draft"
"B1","健康・安全","1","受診と治療","tiêm","注射する","draft"
"B1","健康・安全","1","受診と治療","vắc xin","ワクチン","draft"
"B1","健康・安全","1","受診と治療","kháng sinh","抗生物質","draft"
"B1","健康・安全","1","受診と治療","thuốc giảm đau","鎮痛薬","draft"
"B1","健康・安全","1","受診と治療","tác dụng phụ","副作用","draft"
"B1","健康・安全","1","受診と治療","liều lượng","用量","draft"
